Artist | Song | Album | Year | Link
LeoKarlo | Magical Girl - Instrumental | Magical Girl (Instrumental) | 2018 | https://www.youtube.com/results?search_query=Magical+Girl+-+Instrumental+LeoKarlo
All Black Ski Mask | One Day | One Day | 2022 | https://www.youtube.com/results?search_query=One+Day+All+Black+Ski+Mask
THOTTWAT | SHIRT | SHIRT | 2022 | https://www.youtube.com/results?search_query=SHIRT+THOTTWAT
Juice WRLD | Armed And Dangerous | Goodbye & Good Riddance | 2018 | https://www.youtube.com/results?search_query=Armed+And+Dangerous+Juice+WRLD
MC Kevinho | Olha A Explosão | Olha A Explosão | 2016 | https://www.youtube.com/results?search_query=Olha+A+Explos%C3%A3o+MC+Kevinho
Saint Motel | My Type | My Type EP | 2014 | https://www.youtube.com/results?search_query=My+Type+Saint+Motel
LeoKarlo | Segen - Instrumental | Segen (Instrumental) | 2019 | https://www.youtube.com/results?search_query=Segen+-+Instrumental+LeoKarlo
Composed Promotions | Chaud | Logobi New School EP 1-6 | 2020 | https://www.youtube.com/results?search_query=Chaud+Composed+Promotions
Lana Del Rey | West Coast | Ultraviolence (Deluxe) | 2014 | https://www.youtube.com/results?search_query=West+Coast+Lana+Del+Rey
yvngxchris | Giig | Giig | 2022 | https://www.youtube.com/results?search_query=Giig+yvngxchris
509 $icario | HITMANE! | HITMANE! | 2021 | https://www.youtube.com/results?search_query=HITMANE%21+509+%24icario
Shenseea, Skillibeng | Rain (with Skillibeng) | Rain (with Skillibeng) | 2022 | https://www.youtube.com/results?search_query=Rain+%28with+Skillibeng%29+Shenseea%2C+Skillibeng
Skepta, Jme | That's Not Me | Konnichiwa | 2016 | https://www.youtube.com/results?search_query=That%27s+Not+Me+Skepta%2C+Jme
Bad Bunny, El Alfa | La Romana | X 100PRE | 2018 | https://www.youtube.com/results?search_query=La+Romana+Bad+Bunny%2C+El+Alfa
El Alfa, CJ, Chael Produciendo, El Cherry Scom | La Mamá de la Mamá (feat. El Cherry Scom) | La Mamá de la Mamá (feat. El Cherry Scom) | 2021 | https://www.youtube.com/results?search_query=La+Mam%C3%A1+de+la+Mam%C3%A1+%28feat.+El+Cherry+Scom%29+El+Alfa%2C+CJ%2C+Chael+Produciendo%2C+El+Cherry+Scom
Rema | Soundgasm | Soundgasm | 2021 | https://www.youtube.com/results?search_query=Soundgasm+Rema
Ka$tro | In Essence (Slowed) | In Essence (Slowed) | 2022 | https://www.youtube.com/results?search_query=In+Essence+%28Slowed%29+Ka%24tro
Sean Paul | Give It Up to Me | The Trinity | 2005 | https://www.youtube.com/results?search_query=Give+It+Up+to+Me+Sean+Paul
Victony, Tempoe | Soweto | Outlaw | 2022 | https://www.youtube.com/results?search_query=Soweto+Victony%2C+Tempoe
Lil Uzi Vert | Do What I Want | The Perfect LUV Tape | 2016 | https://www.youtube.com/results?search_query=Do+What+I+Want+Lil+Uzi+Vert
It's Different, Helen | Tell Me | Tell Me | 2016 | https://www.youtube.com/results?search_query=Tell+Me+It%27s+Different%2C+Helen
Kanii, Bossa, Kanii Archive | attachment (she wanna love) | attachment (she wanna love) | 2022 | https://www.youtube.com/results?search_query=attachment+%28she+wanna+love%29+Kanii%2C+Bossa%2C+Kanii+Archive
Yeat | Talk | Talk | 2022 | https://www.youtube.com/results?search_query=Talk+Yeat
Freddie Dredd | Wrath | Wrath | 2022 | https://www.youtube.com/results?search_query=Wrath+Freddie+Dredd
Wande Coal, DJ Tunez | Iskaba | Iskaba | 2016 | https://www.youtube.com/results?search_query=Iskaba+Wande+Coal%2C+DJ+Tunez
INNA | Hot | Hot | 2010 | https://www.youtube.com/results?search_query=Hot+INNA
$ilkMoney | My Potna Dem | G.T.F.O.M.D: There’s Not Enough Room for All You Motha Fuckas to Be on It Like This | 2019 | https://www.youtube.com/results?search_query=My+Potna+Dem+%24ilkMoney
Laa Lee, Cristale | Bong Bing | Bong Bing | 2022 | https://www.youtube.com/results?search_query=Bong+Bing+Laa+Lee%2C+Cristale
Ionut Cercel | Suntem Made In Romania | Manele Made in Romania | 2008 | https://www.youtube.com/results?search_query=Suntem+Made+In+Romania+Ionut+Cercel
lizzytotheG | meet me in the pale moonlight | meet me in the pale moonlight | 2022 | https://www.youtube.com/results?search_query=meet+me+in+the+pale+moonlight+lizzytotheG
Coults | F&F - Sped Up | F&F | 2022 | https://www.youtube.com/results?search_query=F%26F+-+Sped+Up+Coults
dkj | Aces | Aces | 2022 | https://www.youtube.com/results?search_query=Aces+dkj
Anri | Remember Summer Days | Timely!! | 1983 | https://www.youtube.com/results?search_query=Remember+Summer+Days+Anri
Bob Sinclair, Steve Edwards | World, Hold On | Noah's Arc Soundtrack | 2008 | https://www.youtube.com/results?search_query=World%2C+Hold+On+Bob+Sinclair%2C+Steve+Edwards
Lord Simmy | POETRY | POETRY | 2019 | https://www.youtube.com/results?search_query=POETRY+Lord+Simmy
03 Greedo | Substance | The Wolf of Grape Street | 2018 | https://www.youtube.com/results?search_query=Substance+03+Greedo
Bizzy Banks | Outro | GMTO Vol. 1 (Get Money Take Over) | 2020 | https://www.youtube.com/results?search_query=Outro+Bizzy+Banks
Hudi | WOODCHUCK! | WOODCHUCK! | 2020 | https://www.youtube.com/results?search_query=WOODCHUCK%21+Hudi
Quavo, Takeoff | Nothing Changed | Nothing Changed | 2022 | https://www.youtube.com/results?search_query=Nothing+Changed+Quavo%2C+Takeoff
Duke Dumont | Ocean Drive | Ocean Drive | 2015 | https://www.youtube.com/results?search_query=Ocean+Drive+Duke+Dumont
Mac DeMarco | Freaking Out the Neighborhood | 2 | 2012 | https://www.youtube.com/results?search_query=Freaking+Out+the+Neighborhood+Mac+DeMarco
Los Solteroski | Solteroski | Solteroski | 2019 | https://www.youtube.com/results?search_query=Solteroski+Los+Solteroski
DaBaby | Milli | Blank Blank | 2018 | https://www.youtube.com/results?search_query=Milli+DaBaby
Sethii Shmactt | News Flash | Shmack Talk | 2018 | https://www.youtube.com/results?search_query=News+Flash+Sethii+Shmactt
NLE Choppa, 2Rare | DO IT AGAIN (feat. 2Rare) | DO IT AGAIN (feat. 2Rare) | 2022 | https://www.youtube.com/results?search_query=DO+IT+AGAIN+%28feat.+2Rare%29+NLE+Choppa%2C+2Rare
NLE Choppa, Blueface | Shotta Flow (feat. Blueface) [Remix] | Cottonwood | 2019 | https://www.youtube.com/results?search_query=Shotta+Flow+%28feat.+Blueface%29+%5BRemix%5D+NLE+Choppa%2C+Blueface
Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It | Go Stupid | THE GOAT | 2020 | https://www.youtube.com/results?search_query=Go+Stupid+Polo+G%2C+Stunna+4+Vegas%2C+NLE+Choppa%2C+Mike+WiLL+Made-It
NLE Choppa | Camelot | Camelot | 2019 | https://www.youtube.com/results?search_query=Camelot+NLE+Choppa
Gspread | Man Like | Man Like | 2019 | https://www.youtube.com/results?search_query=Man+Like+Gspread
Enya | Caribbean Blue | Themes From "Calmi Cuori Appassionati" | 2001 | https://www.youtube.com/results?search_query=Caribbean+Blue+Enya
Shakira, Freshlyground | Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) | Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground) | 2010 | https://www.youtube.com/results?search_query=Waka+Waka+%28This+Time+for+Africa%29+%5BThe+Official+2010+FIFA+World+Cup+%28TM%29+Song%5D+%28feat.+Freshlyground%29+Shakira%2C+Freshlyground
Ahmed Spins, Stevo Atambire | Anchor Point | Anchor Point EP | 2022 | https://www.youtube.com/results?search_query=Anchor+Point+Ahmed+Spins%2C+Stevo+Atambire
Genjutsu Beats | Ça flingue | Ça flingue | 2021 | https://www.youtube.com/results?search_query=%C3%87a+flingue+Genjutsu+Beats
El Alfa, Chael Produciendo | Gogo Dance | Sabiduria | 2022 | https://www.youtube.com/results?search_query=Gogo+Dance+El+Alfa%2C+Chael+Produciendo
YNW BSlime | Just Want You | Baby Goat | 2019 | https://www.youtube.com/results?search_query=Just+Want+You+YNW+BSlime
Migos | Get Right Witcha | Culture | 2017 | https://www.youtube.com/results?search_query=Get+Right+Witcha+Migos
RALAN STYLES | Baby Shark | Baby Shark | 2022 | https://www.youtube.com/results?search_query=Baby+Shark+RALAN+STYLES
Nicki Minaj, Drake | Moment 4 Life | Pink Friday | 2010 | https://www.youtube.com/results?search_query=Moment+4+Life+Nicki+Minaj%2C+Drake
Kyanq | Kavkaz Style | Kavkaz Style | 2021 | https://www.youtube.com/results?search_query=Kavkaz+Style+Kyanq
21 Savage | ball w/o you | i am > i was | 2018 | https://www.youtube.com/results?search_query=ball+w%2Fo+you+21+Savage
P-Square | Shekini | Double Trouble | 2014 | https://www.youtube.com/results?search_query=Shekini+P-Square
Milky Chance | Down By The River | Sadnecessary | 2013 | https://www.youtube.com/results?search_query=Down+By+The+River+Milky+Chance
Post Malone | White Iverson | Stoney (Deluxe) | 2016 | https://www.youtube.com/results?search_query=White+Iverson+Post+Malone
Harley | Supalife 4 | Supalife 4 | 2022 | https://www.youtube.com/results?search_query=Supalife+4+Harley
Justice | Genesis | Justice | 2007 | https://www.youtube.com/results?search_query=Genesis+Justice
Justice | D.A.N.C.E | Justice | 2007 | https://www.youtube.com/results?search_query=D.A.N.C.E+Justice
Tame Impala | Borderline | The Slow Rush | 2020 | https://www.youtube.com/results?search_query=Borderline+Tame+Impala
Omega, Roberto Ferrante | Si Te Vas / Que Tengo Que Hacer - Original Remix | El Dueño Del Flow (Bonus Track Version) | 2009 | https://www.youtube.com/results?search_query=Si+Te+Vas+%2F+Que+Tengo+Que+Hacer+-+Original+Remix+Omega%2C+Roberto+Ferrante
T.I., Rihanna | Live Your Life | Paper Trail | 2008 | https://www.youtube.com/results?search_query=Live+Your+Life+T.I.%2C+Rihanna
Fumez The Engineer, A92, Offica | A92 x Fumez The Engineer - Plugged In Freestyle | A92 x Fumez The Engineer - Plugged In Freestyle | 2020 | https://www.youtube.com/results?search_query=A92+x+Fumez+The+Engineer+-+Plugged+In+Freestyle+Fumez+The+Engineer%2C+A92%2C+Offica
Fumez The Engineer, Russ Millions | Russ Millions x Fumez The Engineer - Plugged In | Russ Millions x Fumez The Engineer - Plugged In | 2021 | https://www.youtube.com/results?search_query=Russ+Millions+x+Fumez+The+Engineer+-+Plugged+In+Fumez+The+Engineer%2C+Russ+Millions
El Alfa | Chu Chu Pamela | Chu Chu Pamela | 2022 | https://www.youtube.com/results?search_query=Chu+Chu+Pamela+El+Alfa
50 Cent, Nate Dogg | 21 Questions | Get Rich Or Die Tryin' | 2003 | https://www.youtube.com/results?search_query=21+Questions+50+Cent%2C+Nate+Dogg
Digga D | STFU | STFU | 2022 | https://www.youtube.com/results?search_query=STFU+Digga+D
Avicii | Addicted To You | True | 2013 | https://www.youtube.com/results?search_query=Addicted+To+You+Avicii
Digga D, Still Brickin' | Pump 101 | Noughty By Nature (Extended Edition) | 2022 | https://www.youtube.com/results?search_query=Pump+101+Digga+D%2C+Still+Brickin%27
Mura Masa, Pa Salieu, Skillibeng | blessing me (with Pa Salieu & Skillibeng) | demon time | 2022 | https://www.youtube.com/results?search_query=blessing+me+%28with+Pa+Salieu+%26+Skillibeng%29+Mura+Masa%2C+Pa+Salieu%2C+Skillibeng
Kanye West | Can't Tell Me Nothing | Graduation | 2007 | https://www.youtube.com/results?search_query=Can%27t+Tell+Me+Nothing+Kanye+West
Whethan, midwxst, Yeat, Matt OX | LOCK IT UP (feat. Yeat, midwxst & Matt Ox) | MIDNIGHT | 2022 | https://www.youtube.com/results?search_query=LOCK+IT+UP+%28feat.+Yeat%2C+midwxst+%26+Matt+Ox%29+Whethan%2C+midwxst%2C+Yeat%2C+Matt+OX
Travis Scott, Rich Homie Quan, Young Thug | Mamacita (feat. Rich Homie Quan & Young Thug) | Mamacita (feat. Rich Homie Quan & Young Thug) | 2014 | https://www.youtube.com/results?search_query=Mamacita+%28feat.+Rich+Homie+Quan+%26+Young+Thug%29+Travis+Scott%2C+Rich+Homie+Quan%2C+Young+Thug
Kanye West | Stronger | Graduation | 2007 | https://www.youtube.com/results?search_query=Stronger+Kanye+West
De Lorra | Slow Drip | Unconditional | 2019 | https://www.youtube.com/results?search_query=Slow+Drip+De+Lorra
Snoop Dogg, R. Kelly | That's That Shit | Tha Blue Carpet Treatment | 2006 | https://www.youtube.com/results?search_query=That%27s+That+Shit+Snoop+Dogg%2C+R.+Kelly
Eminem, Dina Rae | Superman | The Eminem Show | 2002 | https://www.youtube.com/results?search_query=Superman+Eminem%2C+Dina+Rae
Rick James | Super Freak | Street Songs (Deluxe Edition) | 1981 | https://www.youtube.com/results?search_query=Super+Freak+Rick+James
Herb Alpert & The Tijuana Brass | Ladyfingers | Whipped Cream & Other Delights | 1965 | https://www.youtube.com/results?search_query=Ladyfingers+Herb+Alpert+%26+The+Tijuana+Brass
Aventura, Judy Santos | Obsesion | We Broke The Rules | 2002 | https://www.youtube.com/results?search_query=Obsesion+Aventura%2C+Judy+Santos
Lil Uzi Vert | Just Wanna Rock | Just Wanna Rock | 2022 | https://www.youtube.com/results?search_query=Just+Wanna+Rock+Lil+Uzi+Vert
Migos, Drake | Walk It Talk It | Culture II | 2018 | https://www.youtube.com/results?search_query=Walk+It+Talk+It+Migos%2C+Drake
Migos | Narcos | Culture II | 2018 | https://www.youtube.com/results?search_query=Narcos+Migos
Rich The Kid | Plug Walk | The World Is Yours | 2018 | https://www.youtube.com/results?search_query=Plug+Walk+Rich+The+Kid
Quavo, Lil Baby | LOSE IT (feat. Lil Baby) | QUAVO HUNCHO | 2018 | https://www.youtube.com/results?search_query=LOSE+IT+%28feat.+Lil+Baby%29+Quavo%2C+Lil+Baby
Quavo | LAMB TALK | QUAVO HUNCHO | 2018 | https://www.youtube.com/results?search_query=LAMB+TALK+Quavo
Kodak Black, Offset, Travis Scott | ZEZE (feat. Travis Scott & Offset) | Dying to Live | 2018 | https://www.youtube.com/results?search_query=ZEZE+%28feat.+Travis+Scott+%26+Offset%29+Kodak+Black%2C+Offset%2C+Travis+Scott
Quavo | GO ALL THE WAY | QUAVO HUNCHO | 2018 | https://www.youtube.com/results?search_query=GO+ALL+THE+WAY+Quavo
Kanye West | Violent Crimes | ye | 2018 | https://www.youtube.com/results?search_query=Violent+Crimes+Kanye+West
Kali Uchis | telepatía | Sin Miedo (del Amor y Otros Demonios) ∞ | 2020 | https://www.youtube.com/results?search_query=telepat%C3%ADa+Kali+Uchis
Kali Uchis, Tyler, The Creator, Bootsy Collins | After The Storm (feat. Tyler, The Creator & Bootsy Collins) | Isolation | 2018 | https://www.youtube.com/results?search_query=After+The+Storm+%28feat.+Tyler%2C+The+Creator+%26+Bootsy+Collins%29+Kali+Uchis%2C+Tyler%2C+The+Creator%2C+Bootsy+Collins
Amaarae, Kali Uchis, MOLIY | SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) | SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) | 2021 | https://www.youtube.com/results?search_query=SAD+GIRLZ+LUV+MONEY+Remix+%28feat.+Kali+Uchis+and+Moliy%29+Amaarae%2C+Kali+Uchis%2C+MOLIY
DJ TENEBROSO ORIGINAL, Mc Danflin | Montagem Orquestra Sinfônica | Montagem Orquestra Sinfônica | 2022 | https://www.youtube.com/results?search_query=Montagem+Orquestra+Sinf%C3%B4nica+DJ+TENEBROSO+ORIGINAL%2C+Mc+Danflin
INTERWORLD | METAMORPHOSIS 2 | METAMORPHOSIS 2 | 2022 | https://www.youtube.com/results?search_query=METAMORPHOSIS+2+INTERWORLD
Doe Boy | PEP IN MY STEP | CATCH ME IF YOU CAN | 2022 | https://www.youtube.com/results?search_query=PEP+IN+MY+STEP+Doe+Boy
Doe Boy | 3AM IN LA | OH REALLY | 2022 | https://www.youtube.com/results?search_query=3AM+IN+LA+Doe+Boy
Trippie Redd, DaBaby | Death | A Love Letter To You 4 | 2019 | https://www.youtube.com/results?search_query=Death+Trippie+Redd%2C+DaBaby
Migos, Post Malone | Notice Me | Culture II | 2018 | https://www.youtube.com/results?search_query=Notice+Me+Migos%2C+Post+Malone
Poundz, J.B2 | Mourinho | Mourinho | 2019 | https://www.youtube.com/results?search_query=Mourinho+Poundz%2C+J.B2
MC Rogê, DJ Meek, Boladinho DJ, Mc G Talibã | Saquarema | Saquarema | 2020 | https://www.youtube.com/results?search_query=Saquarema+MC+Rog%C3%AA%2C+DJ+Meek%2C+Boladinho+DJ%2C+Mc+G+Talib%C3%A3
Ugly Andz. | Magnum | Magnum | 2022 | https://www.youtube.com/results?search_query=Magnum+Ugly+Andz.
Ugly Andz. | Foreigner | Foreigner | 2022 | https://www.youtube.com/results?search_query=Foreigner+Ugly+Andz.
Yeat | Talk | Lyfë | 2022 | https://www.youtube.com/results?search_query=Talk+Yeat
Farruko | Pepas | Pepas | 2021 | https://www.youtube.com/results?search_query=Pepas+Farruko
Metro Boomin, Travis Scott, 21 Savage | Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage] | HEROES & VILLAINS | 2022 | https://www.youtube.com/results?search_query=Niagara+Falls+%28Foot+or+2%29+%5Bwith+Travis+Scott+%26+21+Savage%5D+Metro+Boomin%2C+Travis+Scott%2C+21+Savage
Metro Boomin, A$AP Rocky, Takeoff | Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff) | HEROES & VILLAINS | 2022 | https://www.youtube.com/results?search_query=Feel+The+Fiyaaaah+%28with+A%24AP+Rocky+%26+feat.+Takeoff%29+Metro+Boomin%2C+A%24AP+Rocky%2C+Takeoff
Metro Boomin, John Legend | On Time (with John Legend) | HEROES & VILLAINS | 2022 | https://www.youtube.com/results?search_query=On+Time+%28with+John+Legend%29+Metro+Boomin%2C+John+Legend
Morris | Desire - Play & Win Radio Edit | Supervara 2009 | 2009 | https://www.youtube.com/results?search_query=Desire+-+Play+%26+Win+Radio+Edit+Morris
Strandz | Us Against The World | Us Against The World | 2022 | https://www.youtube.com/results?search_query=Us+Against+The+World+Strandz
Alexandra Stan | Mr. Saxobeat | Saxobeats | 2011 | https://www.youtube.com/results?search_query=Mr.+Saxobeat+Alexandra+Stan
Major Lazer, J Balvin, El Alfa, Diplo | Que Calor (with J Balvin & El Alfa) | Que Calor (with J Balvin & El Alfa) | 2019 | https://www.youtube.com/results?search_query=Que+Calor+%28with+J+Balvin+%26+El+Alfa%29+Major+Lazer%2C+J+Balvin%2C+El+Alfa%2C+Diplo
Kali Uchis | Dead To Me | Isolation | 2018 | https://www.youtube.com/results?search_query=Dead+To+Me+Kali+Uchis
Burna Boy | Ye | Outside | 2018 | https://www.youtube.com/results?search_query=Ye+Burna+Boy
1da Banton, Zlatan | No Sleeping | Original Vibe Machine | 2021 | https://www.youtube.com/results?search_query=No+Sleeping+1da+Banton%2C+Zlatan
Skillibeng, Unknown T | Wollan | Wollan | 2021 | https://www.youtube.com/results?search_query=Wollan+Skillibeng%2C+Unknown+T
pearl, fast forward >>, Tazzy | waste - sped up + reverb | waste - sped up + reverb | 2022 | https://www.youtube.com/results?search_query=waste+-+sped+up+%2B+reverb+pearl%2C+fast+forward+%3E%3E%2C+Tazzy
(((()))), surround., Tazzy | I Will Be One Of The Greatest - 8D Audio | I Will Be One Of The Greatest - 8D Audio | 2022 | https://www.youtube.com/results?search_query=I+Will+Be+One+Of+The+Greatest+-+8D+Audio+%28%28%28%28%29%29%29%29%2C+surround.%2C+Tazzy
M83, Felsmann + Tiley | Solitude - Felsmann + Tiley Reinterpretation | Solitude (Felsmann + Tiley Reinterpretation) | 2020 | https://www.youtube.com/results?search_query=Solitude+-+Felsmann+%2B+Tiley+Reinterpretation+M83%2C+Felsmann+%2B+Tiley
Sha Gz | New Opp | New Opp | 2022 | https://www.youtube.com/results?search_query=New+Opp+Sha+Gz
Etta James | At Last | At Last! | 1960 | https://www.youtube.com/results?search_query=At+Last+Etta+James
Skepta | Lit Like This | All In | 2021 | https://www.youtube.com/results?search_query=Lit+Like+This+Skepta
Wale, Lady Gaga | Chillin | Attention Deficit | 2009 | https://www.youtube.com/results?search_query=Chillin+Wale%2C+Lady+Gaga
Os Quebradeiras, Mousik, Machadez | Pagodão do Birimbola (Tchubirabirom) | Pagodão do Birimbola (Tchubirabirom) | 2022 | https://www.youtube.com/results?search_query=Pagod%C3%A3o+do+Birimbola+%28Tchubirabirom%29+Os+Quebradeiras%2C+Mousik%2C+Machadez
DJEZJA, Rockywhereyoubeen | SEMTEX | SEMTEX | 2019 | https://www.youtube.com/results?search_query=SEMTEX+DJEZJA%2C+Rockywhereyoubeen
Enya | Orinoco Flow | Themes From "Calmi Cuori Appassionati" | 2001 | https://www.youtube.com/results?search_query=Orinoco+Flow+Enya
Juice WRLD, Marshmello | Come & Go (with Marshmello) | Legends Never Die | 2020 | https://www.youtube.com/results?search_query=Come+%26+Go+%28with+Marshmello%29+Juice+WRLD%2C+Marshmello
2Pac, Big Syke | All Eyez On Me (ft. Big Syke) | All Eyez On Me | 1996 | https://www.youtube.com/results?search_query=All+Eyez+On+Me+%28ft.+Big+Syke%29+2Pac%2C+Big+Syke
Wizkid | Joro | Joro | 2019 | https://www.youtube.com/results?search_query=Joro+Wizkid
Nateki, SLOWYMANE | Cruel | Cruel | 2022 | https://www.youtube.com/results?search_query=Cruel+Nateki%2C+SLOWYMANE
Coco & Clair Clair, Okthxbb | Pretty | Pretty | 2017 | https://www.youtube.com/results?search_query=Pretty+Coco+%26+Clair+Clair%2C+Okthxbb
Skales | Shake Body | Man Of The Year | 2015 | https://www.youtube.com/results?search_query=Shake+Body+Skales
Amr Diab | Nour El Ein | Nour El Ein | 1995 | https://www.youtube.com/results?search_query=Nour+El+Ein+Amr+Diab
LMFAO, Lauren Bennett, GoonRock | Party Rock Anthem | Sorry For Party Rocking | 2011 | https://www.youtube.com/results?search_query=Party+Rock+Anthem+LMFAO%2C+Lauren+Bennett%2C+GoonRock
Vangelis | La petite fille de la mer - Remastered | Vangelis: Delectus (Remastered) | 2016 | https://www.youtube.com/results?search_query=La+petite+fille+de+la+mer+-+Remastered+Vangelis
Freddie Gibbs, The Alchemist, Conway the Machine | Babies & Fools (feat. Conway the Machine) | Alfredo | 2020 | https://www.youtube.com/results?search_query=Babies+%26+Fools+%28feat.+Conway+the+Machine%29+Freddie+Gibbs%2C+The+Alchemist%2C+Conway+the+Machine
fairview huna, FO3 Bear, FV Faizo | Not one of them | Dont be a menace to rag3city | 2022 | https://www.youtube.com/results?search_query=Not+one+of+them+fairview+huna%2C+FO3+Bear%2C+FV+Faizo
Kendrick Lamar | N95 | Mr. Morale & The Big Steppers | 2022 | https://www.youtube.com/results?search_query=N95+Kendrick+Lamar
A$AP Rocky | Peso | Peso | 2011 | https://www.youtube.com/results?search_query=Peso+A%24AP+Rocky
Mc Vuk Vuk, DJ RD DA DZ7 | Melodia da Alegria | Melodia da Alegria | 2022 | https://www.youtube.com/results?search_query=Melodia+da+Alegria+Mc+Vuk+Vuk%2C+DJ+RD+DA+DZ7
French Montana, Harry Fraud, EST Gee | Keep It Real | Keep It Real | 2022 | https://www.youtube.com/results?search_query=Keep+It+Real+French+Montana%2C+Harry+Fraud%2C+EST+Gee
Jo.Ke, Nu | Who Loves The Sun | We Love The Sun | 2011 | https://www.youtube.com/results?search_query=Who+Loves+The+Sun+Jo.Ke%2C+Nu
Rich The Kid | Easy | BOSS MAN | 2020 | https://www.youtube.com/results?search_query=Easy+Rich+The+Kid
O.T. Genasis, E-40, G-Eazy, Rich The Kid | Bae (Remix) [feat. G-Eazy, Rich the Kid & E-40] | Bae (Remix) [feat. G-Eazy, Rich the Kid & E-40] | 2019 | https://www.youtube.com/results?search_query=Bae+%28Remix%29+%5Bfeat.+G-Eazy%2C+Rich+the+Kid+%26+E-40%5D+O.T.+Genasis%2C+E-40%2C+G-Eazy%2C+Rich+The+Kid
Drake, 21 Savage | More M’s | Her Loss | 2022 | https://www.youtube.com/results?search_query=More+M%27s+Drake%2C+21+Savage
Daler Mehndi | Tunak Tunak Tun | Tunak Tunak Tun | 1998 | https://www.youtube.com/results?search_query=Tunak+Tunak+Tun+Daler+Mehndi
Ron Suno | GRABBA | JOKES UP | 2021 | https://www.youtube.com/results?search_query=GRABBA+Ron+Suno
Dougie B | Forever On That | Nobody Bigger | 2022 | https://www.youtube.com/results?search_query=Forever+On+That+Dougie+B
The Weeknd | Party Monster | Starboy | 2016 | https://www.youtube.com/results?search_query=Party+Monster+The+Weeknd
Coi Leray | Players | Players | 2022 | https://www.youtube.com/results?search_query=Players+Coi+Leray
Kidda | Low | Low | 2022 | https://www.youtube.com/results?search_query=Low+Kidda
Metro Boomin, Future, Don Toliver | Too Many Nights (feat. Don Toliver & with Future) | HEROES & VILLAINS | 2022 | https://www.youtube.com/results?search_query=Too+Many+Nights+%28feat.+Don+Toliver+%26+with+Future%29+Metro+Boomin%2C+Future%2C+Don+Toliver
Russ Millions | Detty | Detty | 2023 | https://www.youtube.com/results?search_query=Detty+Russ+Millions
El Alfa | Sientate en Ese Deo | El Hombre | 2018 | https://www.youtube.com/results?search_query=Sientate+en+Ese+Deo+El+Alfa
Chief Keef | Earned It | Earned It | 2015 | https://www.youtube.com/results?search_query=Earned+It+Chief+Keef
Ron Suno | DOOR | DOOR | 2023 | https://www.youtube.com/results?search_query=DOOR+Ron+Suno
Kendrick Lamar | Swimming Pools (Drank) | Swimming Pools (Drank) | 2012 | https://www.youtube.com/results?search_query=Swimming+Pools+%28Drank%29+Kendrick+Lamar
N.W.A. | Straight Outta Compton | Straight Outta Compton | 1988 | https://www.youtube.com/results?search_query=Straight+Outta+Compton+N.W.A.
Ice Cube, Das EFX | Check Yo Self - Remix | Bootlegs And B-Sides | 1994 | https://www.youtube.com/results?search_query=Check+Yo+Self+-+Remix+Ice+Cube%2C+Das+EFX
Grandmaster Flash | The Message | Kings of the Streets - The Definitive Anthology | 2010 | https://www.youtube.com/results?search_query=The+Message+Grandmaster+Flash
ICE-T | 6 'N the Mornin' | Rhyme Pays | 1987 | https://www.youtube.com/results?search_query=6+%27N+the+Mornin%27+ICE-T
Tear Da Club Up Thugs, Three 6 Mafia | Slob On My Nob | Crazyndalazdayz | 2000 | https://www.youtube.com/results?search_query=Slob+On+My+Nob+Tear+Da+Club+Up+Thugs%2C+Three+6+Mafia
Three 6 Mafia | Stay Fly | Most Known Unknown (Explicit) | 2005 | https://www.youtube.com/results?search_query=Stay+Fly+Three+6+Mafia
A$AP Rocky | Babushka Boi | Babushka Boi | 2019 | https://www.youtube.com/results?search_query=Babushka+Boi+A%24AP+Rocky
A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar | F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar) | LONG.LIVE.A$AP (Deluxe Version) | 2013 | https://www.youtube.com/results?search_query=F%2A%2Akin%27+Problems+%28feat.+Drake%2C+2+Chainz+%26+Kendrick+Lamar%29+A%24AP+Rocky%2C+Drake%2C+2+Chainz%2C+Kendrick+Lamar
Flume, Tove Lo | Say It | Skin | 2016 | https://www.youtube.com/results?search_query=Say+It+Flume%2C+Tove+Lo
Duke Dumont, Jax Jones | I Got U | I Got U | 2014 | https://www.youtube.com/results?search_query=I+Got+U+Duke+Dumont%2C+Jax+Jones
The Verve | Bitter Sweet Symphony - Remastered 2016 | Urban Hymns (Remastered 2016) | 1997 | https://www.youtube.com/results?search_query=Bitter+Sweet+Symphony+-+Remastered+2016+The+Verve
DMX | Ruff Ryders' Anthem | It's Dark And Hell Is Hot | 1998 | https://www.youtube.com/results?search_query=Ruff+Ryders%27+Anthem+DMX
Silva | Youngstar | Youngstar | 2022 | https://www.youtube.com/results?search_query=Youngstar+Silva
Meek Mill | Sho | Meekend | 2017 | https://www.youtube.com/results?search_query=Sho+Meek+Mill
